Serial,Latitude,Longitude,Type,SensorType,Code,BeginTime,EndTime
"PI040297AD5I205980. FuturePractice:,Id:694,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.4771347,Longitude:-3.11512852,ParcelSize:> 10 ha,Photos:,SensorId:WW3,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:27:41.506463+00:",56.482,-3.123,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ge7t13kz,2019-02-18T12:41:54.000Z,2019-08-14T16:26:32.000Z
"PI040297AD5I205473. FuturePractice:,Id:699,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.4568634,Longitude:-3.08487225,ParcelSize:5  10 ha,Photos:,SensorId:High Pilmore Blackberries,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Summit,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T15:42:17.174289+00:",56.457,-3.084,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fvmpzzsc,2019-02-18T14:34:02.000Z,2019-08-14T16:10:45.000Z
"PI040297AD5I209264. FuturePractice:,Id:690,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses),Additional:[],Cover:< 5%,Id:4059,Name:Sealed surfaces (roads, buildings)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.4825935,Longitude:-3.13495541,ParcelSize:> 10 ha,Photos:,SensorId:Balruddery west,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:SE,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:05:09.076437+00:",56.483,-3.135,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_924mzdh8,2019-02-18T12:38:26.000Z,2019-10-22T12:54:56.000Z
"PI040297AD5I209633. FuturePractice:,Id:697,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.4612579,Longitude:-3.071696,ParcelSize:1  5 ha,Photos:,SensorId:School field 1,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T14:38:09.375383+00:",56.461,-3.072,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ps154f5r,2019-02-15T17:37:04.000Z,2019-08-14T16:11:30.000Z
"PI040297AD5I207435. FuturePractice:,Id:693,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.48034,Longitude:-3.123995,ParcelSize:> 10 ha,Photos:,SensorId:WW4,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Footslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:23:44.816255+00:",56.48,-3.122,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_0d3yf3kv,2019-02-18T12:29:25.000Z,2019-09-13T14:58:01.000Z
"PI040297AD5I207440. FuturePractice:,Id:702,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:11-25%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:26-50%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.4552536,Longitude:-3.065897,ParcelSize:1  5 ha,Photos:,SensorId:Bungalow Field 1,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T16:00:13.78374+00:",56.456,-3.066,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_stns51zq,2019-02-15T17:31:30.000Z,2019-10-22T13:32:48.000Z
"PI040297AD5I209636. FuturePractice:,Id:698,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:11-25%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.4593,Longitude:-3.06583142,ParcelSize:1  5 ha,Photos:,SensorId:School field 2,SensorMissionManagement:false,SensorOnMulchedGround:true,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T14:44:47.047707+00:",56.459,-3.066,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_cjj5fwwf,2019-02-15T17:39:31.000Z,2019-08-14T16:14:20.000Z
"PI040297AD5I207220. FuturePractice:,Id:695,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.4823837,Longitude:-3.11140823,ParcelSize:> 10 ha,Photos:,SensorId:Cosmos,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Shoulder,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:42:28.641628+00:",56.482,-3.111,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3v2bnarm,2019-02-18T11:51:05.000Z,2019-08-14T12:46:27.000Z
PI040297AD5I209629,56.455,-3.063,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mry9dwcb,2019-02-18T14:40:58.000Z,2019-08-14T15:41:55.000Z
PI040297AD5I207942,56.457,-3.083,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_gzp04e7c,2019-02-18T14:16:29.000Z,2019-08-14T16:08:01.000Z
"PI040297AD5I209634. FuturePractice:,Id:696,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:11-25%,Id:4055,Name:Shrubs,Additional:[],Cover:76-90%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Village,LandUseSpot:Orchard,Latitude:56.45478,Longitude:-3.0648396,ParcelSize:0.5  1 ha,Photos:,SensorId:Carslea 2,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T14:07:38.788378+00:",56.454,-3.064,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mmx2hzye,2019-02-18T14:43:03.000Z,2019-08-27T15:19:22.000Z
PI040298AD5I208373,56.578,-3.423,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nx2p6qcx,2018-12-05T18:36:03.000Z,2019-09-13T15:54:24.000Z
PI040298AD5I207564,56.578,-3.422,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wrvmkn02,2018-12-05T19:09:51.000Z,2019-02-22T16:39:51.000Z
PI040298AD5I211938,52.351,-7.313,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_71c6pcm4,2019-02-01T13:22:40.000Z,2019-08-06T14:05:09.000Z
PI040298AD5I210933,52.352,-7.312,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_8av5k4ty,2019-02-01T13:19:30.000Z,2019-08-06T14:09:31.000Z
PI040298AD5I212119,52.352,-7.313,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7rxk7br3,2019-02-01T14:43:48.000Z,2019-08-06T14:34:55.000Z
PI040297AA3L024395,52.947,-8.037,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_54ggw8ft,2017-02-18T10:53:40.000Z,2018-10-03T16:16:18.000Z
PI040298AD5I211281,56.578,-3.421,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xnkjvwp1,2018-12-05T18:53:10.000Z,2019-02-22T15:53:10.000Z
PI040298AD5I212247,56.577,-3.423,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_5r6b6ww5,2018-12-05T19:11:47.000Z,2019-09-13T15:53:54.000Z
"PI040297AD5I209278. FuturePractice:,Id:1240,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Urban suburb,LandUseSpot:Garden area,Latitude:56.3712158,Longitude:-3.42665839,ParcelSize:501  1000 sqm,Photos:,SensorId:STC_TGM_allot,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:false,SlopeAspect:SE,SlopePosition:Backslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-10-30T10:12:23.40328+00:",56.372,-3.427,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_hfxd7gv0,2019-02-26T10:38:47.000Z,2019-10-30T09:57:43.000Z
"PI040297AD5I208706. FuturePractice:,Id:1241,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.42396,Longitude:-3.57739568,ParcelSize:0.01  0.5 ha,Photos:,SensorId:STC_TGM_home,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:false,SlopeAspect:NE,SlopePosition:Footslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-10-30T14:22:53.852714+00:",56.424,-3.579,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t2hxsmy1,2019-02-24T14:56:58.000Z,2019-10-30T14:15:48.000Z
PI040298AD5I212553,53.043,-6.933,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_26x3zf3f,2019-02-28T13:59:48.000Z,2019-10-25T11:33:06.000Z
PI040298AD5I213914,53.044,-6.933,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2ha4n5py,2019-02-28T13:46:22.000Z,2019-10-08T15:08:31.000Z
PI040298AD5I211406,53.044,-6.932,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_fmrhbdxw,2019-02-28T13:32:46.000Z,2019-10-26T09:39:48.000Z
PI040298AD5I212958,53.045,-6.932,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_2w6y0k0g,2019-02-28T12:23:08.000Z,2019-10-26T09:44:54.000Z
PI040298AD5I211631,53.044,-6.931,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_vrt3zeq7,2019-02-28T12:00:42.000Z,2019-10-08T15:12:55.000Z
"PI040298AD5I212444. FuturePractice:,Id:604,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.0440559,Longitude:-6.929973,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.CF3,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:37:33.641106+00:",53.044,-6.93,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_qx2f7zxn,2019-02-28T11:33:04.000Z,2019-10-08T17:03:41.000Z
PI040298AD5I212599,53.225,-7.044,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_9necfnxj,2019-02-27T14:08:13.000Z,2019-09-16T13:38:15.000Z
PI040298AD5I214011,53.225,-7.043,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yjbj4wxn,2019-02-27T13:49:04.000Z,2019-09-16T13:36:25.000Z
"PI040298AD5I212494. FuturePractice:,Id:602,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees,Additional:[],Cover:< 5%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.0439262,Longitude:-6.92928171,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.CF1,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:37:23.319461+00:",53.044,-6.929,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dsfmazd7,2019-02-28T10:57:41.000Z,2019-10-26T09:48:49.000Z
PI040298AD5I212658,53.225,-7.042,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_q4j9wwwx,2019-02-27T13:36:13.000Z,2019-09-16T13:42:25.000Z
PI040298AD5I213969,53.225,-7.04,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_chqhqtc4,2019-02-27T12:32:34.000Z,2019-07-25T09:12:30.000Z
"PI040298AD5I213176. FuturePractice:,Id:600,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.19141,Longitude:-7.01999569,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB11,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:37:13.699631+00:",53.191,-7.02,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3dptqp6w,2019-02-27T18:01:53.000Z,2019-09-16T15:23:56.000Z
"PI040298AD5G203493. FuturePractice:,Id:599,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.19179,Longitude:-7.01960468,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB10,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:37:08.956417+00:",53.192,-7.02,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_14w8y7xq,2019-02-27T17:51:12.000Z,2019-08-21T12:45:30.000Z
"PI040298AD5I212927. FuturePractice:,Id:597,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.1916962,Longitude:-7.018102,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB8,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:36:59.296177+00:",53.192,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_ya75ewqp,2019-02-27T17:30:33.000Z,2019-09-16T15:17:24.000Z
"PI040298AD5I213336. FuturePractice:,Id:595,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.191124,Longitude:-7.018699,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB6,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:36:49.105647+00:",53.191,-7.019,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_kavp6f6d,2019-02-27T17:07:35.000Z,2019-08-21T12:55:33.000Z
PI040298AD5I212488,53.19,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wfsag38b,2019-02-27T16:29:02.000Z,2019-06-19T10:19:27.000Z
PI040298AD5I214010,53.191,-7.017,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_t0cmydg9,2019-02-27T15:42:59.000Z,2019-09-16T14:54:05.000Z
PI040298AD5I212487,53.225,-7.041,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_c21psh4w,2019-02-27T13:15:49.000Z,2019-09-16T13:37:05.000Z
"PI040298AD5I213626. FuturePractice:,Id:569,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.22494,Longitude:-7.038584,ParcelSize:1  5 ha,Photos:,SensorId:SE.IRL.DB.KR3,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-05T12:56:15.281166+00:",53.225,-7.038,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_w5n6e6rc,2019-02-27T11:07:07.000Z,2019-05-15T16:01:18.000Z
"PI040298AD5I211188. FuturePractice:,Id:567,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.2248039,Longitude:-7.037377,ParcelSize:0.5  1 ha,Photos:,SensorId:SE.IRL.DB.KR1,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Micro-low,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-05T12:56:00.996326+00:",53.225,-7.037,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_6d86qw2c,2019-02-27T11:30:54.000Z,2019-09-16T13:21:45.000Z
"PI040297AD5I207178. FuturePractice:,Id:701,LandCoverOverlay:,LandCoverTypes:[Additional:[Fruiting shrubs (incl. grapevines)],Cover:26-50%,Id:4055,Name:Shrubs,Additional:[],Cover:26-50%,Id:4056,Name:Vegetables and crops, herbs and ornamentals,Additional:[],Cover:26-50%,Id:4057,Name:Other ground covering plants (weeds, grasses)],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:56.45728,Longitude:-3.062824,ParcelSize:1  5 ha,Photos:,SensorId:Bungalow Field K7,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:false,SensorShadedByTrees:true,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T15:54:48.865054+00:",56.458,-3.064,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_53v06rgy,2019-03-05T12:15:19.000Z,2019-10-22T13:39:16.000Z
PI040298AD5I213016,53.225,-7.039,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wge04d6x,2019-02-27T12:16:50.000Z,2019-09-16T13:20:51.000Z
"PI040298AD5I212628. FuturePractice:,Id:598,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.1921654,Longitude:-7.01936245,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB9,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:37:04.045533+00:",53.192,-7.019,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_mfdgahxc,2019-02-27T17:40:45.000Z,2019-08-21T14:25:12.000Z
"PI040298AD5G200517. FuturePractice:,Id:596,LandCoverOverlay:,LandCoverTypes:[Additional:[Other broad leaved and coniferous trees],Cover:< 5%,Id:4054,Name:Trees],LandManagement:,LandUseArea:Cultivated, agricultural land,LandUseSpot:Field or grazing pasture,Latitude:53.191246,Longitude:-7.018553,ParcelSize:> 10 ha,Photos:,SensorId:SE.IRL.DB.ADB7,SensorMissionManagement:true,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:,SlopePosition:Flat,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-03-12T06:36:54.212449+00:",53.191,-7.018,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_xmeg8m5y,2019-02-27T17:17:24.000Z,2019-09-16T15:08:23.000Z
PI040298AD5I210970,54.738,-8.427,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_7mn86yh5,2019-02-04T10:56:31.000Z,2019-10-21T10:38:49.000Z
PI040298AD5J214536,52.646,-6.699,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_dfwbja26,2019-01-21T12:01:59.000Z,2019-07-10T12:39:06.000Z
PI040297AD5I206526,55.926,-3.183,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_89pw9jvm,2018-12-26T03:21:44.000Z,2019-10-09T14:54:04.000Z
PI040298AD5I211308,52.689,-7.022,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_wn0m9qk4,2019-03-14T11:08:41.000Z,2019-10-17T09:37:05.000Z
PI040298AD5I213192,52.688,-7.019,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_zk431hwz,2019-03-14T09:43:28.000Z,2019-08-12T08:35:24.000Z
PI040298AD5I210935,52.687,-7.024,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_3snm0dbz,2019-03-14T10:56:00.000Z,2019-06-06T15:59:35.000Z
PI040298AD5I211211,56.579,-3.321,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_eqhyjx7h,2019-03-19T17:46:22.000Z,2019-07-10T10:56:20.000Z
PI040298AD5G200720,56.579,-3.32,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_nzh0wy57,2018-12-31T04:04:33.000Z,2019-08-20T14:26:46.000Z
PI040298AD5I209764,55.805,-4.195,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_s3j3016p,2019-03-19T12:49:01.000Z,2019-05-07T16:47:25.000Z
"PI040297AD5I204958. FuturePractice:,Id:692,LandCoverOverlay:,LandCoverTypes:[Additional:[],Cover:> 91%,Id:4056,Name:Vegetables and crops, herbs and ornamentals],LandManagement:,LandUseArea:Rural mixed,LandUseSpot:Field or grazing pasture,Latitude:56.48011,Longitude:-3.125926,ParcelSize:> 10 ha,Photos:,SensorId:WW2,SensorMissionManagement:false,SensorOnMulchedGround:false,SensorOvergrown:true,SensorShadedByTrees:false,SlopeAspect:S,SlopePosition:Footslope,SoilTextureClay:,SoilTextureSand:,SoilTextureSilt:,StoneContent:,SubmissionTimestamp:2019-05-06T13:20:21.735793+00:",56.48,-3.124,Thingful.Connectors.GROWSensors.AirTemperature,Flower Power,Grow.Thingful.Sensors_yer6pqmj,2019-02-18T12:24:09.000Z,2019-09-13T14:54:56.000Z
